Property Name,SBU,Brand,UID,REGULATOR,DEPARTMENT,CATEGORY,DOCTYPE,permitType,Renewable,Expiration,Ageing Type,Ageing Days,Active ItemID,Upload,Applicable,PM,OM,BH,Queued,Validated,Reject
Bonifacio Global City Estate,EMG,Estate,1162,DOLE,Admin and Governance,Government,Certificate; with appointment letter ; received by DOLE,DOLE | Safety Officer_Carpark Attendant,-,-,-,-,-,No Upload,1.0,Joseph Gan,Ernest Pascual,Ivan C. Daguio,0,0,0
Bonifacio Global City Estate,EMG,Estate,1165,DOLE,Admin and Governance,Government,Certificate; with appointment letter ; received by DOLE,DOLE | Safety Officer_Housekeeping,-,-,-,-,-,No Upload,1.0,Joseph Gan,Ernest Pascual,Ivan C. Daguio,0,0,0
Bonifacio Global City Estate,EMG,Estate,1169,DOLE,Admin and Governance,Government,Certificate; with appointment letter ; received by DOLE,DOLE | Safety Officer_Security,-,-,-,-,-,No Upload,1.0,Joseph Gan,Ernest Pascual,Ivan C. Daguio,0,0,0
Bonifacio Global City Estate,EMG,Estate,1176,FIDELITY,Admin and Governance,Operation,INSURANCES,FB | Carpark Attendant Fidelity Bond (FB),-,-,-,-,-,No Upload,1.0,Joseph Gan,Ernest Pascual,Ivan C. Daguio,0,0,0
Bonifacio Global City Estate,EMG,Estate,1183,INSURANCES,Admin and Governance,Operation,INSURANCES,INSURANCE| Property Fire Insurance,-,-,-,-,-,No Upload,1.0,Joseph Gan,Ernest Pascual,Ivan C. Daguio,0,0,0
Bonifacio Global City Estate,EMG,Estate,1184,INSURANCES,Admin and Governance,Operation,INSURANCES,INSURANCE| Property's CGLI/COMMAR/CARI,-,-,-,-,-,No Upload,1.0,Joseph Gan,Ernest Pascual,Ivan C. Daguio,0,0,0
Bonifacio Global City Estate,EMG,Estate,1185,MUNICIPAL / LGU,Admin and Governance,Government,Permit/Certificate,LGU | Barangay Clearance,-,-,-,-,-,No Upload,1.0,Joseph Gan,Ernest Pascual,Ivan C. Daguio,0,0,0
Bonifacio Global City Estate,EMG,Estate,1186,MUNICIPAL / LGU,Admin and Governance,Government,Permit,LGU | Business/Mayors Permit,-,-,-,-,-,No Upload,1.0,Joseph Gan,Ernest Pascual,Ivan C. Daguio,0,0,0
Bonifacio Global City Estate,EMG,Estate,1187,MUNICIPAL / LGU,Admin and Governance,Government,Certificate,LGU | Community Tax Certificate,-,-,-,-,-,No Upload,1.0,Joseph Gan,Ernest Pascual,Ivan C. Daguio,0,0,0
Bonifacio Global City Estate,EMG,Estate,1188,MUNICIPAL / LGU,Admin and Governance,Government,Permit,LGU | Designated Smoking Area Permit,-,-,-,-,-,No Upload,1.0,Joseph Gan,Ernest Pascual,Ivan C. Daguio,0,0,0
Bonifacio Global City Estate,EMG,Estate,1189,MUNICIPAL / LGU,Admin and Governance,Government,Permit,LGU | Health/Sanitary Permit,-,-,-,-,-,No Upload,1.0,Joseph Gan,Ernest Pascual,Ivan C. Daguio,0,0,0
Bonifacio Global City Estate,EMG,Estate,1207,NPC,Admin and Governance,Government,Certificate,NPC | Data Privacy Officer (DPO) Appointment,-,-,-,-,-,No Upload,1.0,Joseph Gan,Ernest Pascual,Ivan C. Daguio,0,0,0
Bonifacio Global City Estate,EMG,Estate,1208,NPC,Admin and Governance,Government,Certificate,NPC | Registration of all systems to National Privacy Commission (NPC),-,-,-,-,-,No Upload,1.0,Joseph Gan,Ernest Pascual,Ivan C. Daguio,0,0,0
Bonifacio Global City Estate,EMG,Estate,1214,OBO,Engineering,Government,Permit,OBO | Building Permit,-,-,-,-,-,No Upload,1.0,Joseph Gan,Ernest Pascual,Ivan C. Daguio,0,0,0
Bonifacio Global City Estate,EMG,Estate,1231,OBO,Engineering,Government,Permit,OBO | Certificate of Electrical Inspection (CEI),-,-,-,-,-,No Upload,1.0,Joseph Gan,Ernest Pascual,Ivan C. Daguio,0,0,0
Bonifacio Global City Estate,EMG,Estate,1232,OBO,Engineering,Government,Permit,OBO | Occupancy Permit,-,-,-,-,-,No Upload,1.0,Joseph Gan,Ernest Pascual,Ivan C. Daguio,0,0,0
Bonifacio Global City Estate,EMG,Estate,1395,PERFORMANCE BOND,Admin and Governance,Operation,INSURANCES,PB | Carpark Attendant Performance Bond (PB),-,-,-,-,-,No Upload,1.0,Joseph Gan,Ernest Pascual,Ivan C. Daguio,0,0,0
Bonifacio Global City Estate,EMG,Estate,1397,PERFORMANCE BOND,Admin and Governance,Operation,INSURANCES,PB | House Keeping Contract Performance Bond (PB),-,-,-,-,-,No Upload,1.0,Joseph Gan,Ernest Pascual,Ivan C. Daguio,0,0,0
Bonifacio Global City Estate,EMG,Estate,1401,PERFORMANCE BOND,Admin and Governance,Operation,INSURANCES,PB | Security Contract Performance Bond (PB),-,-,-,-,-,No Upload,1.0,Joseph Gan,Ernest Pascual,Ivan C. Daguio,0,0,0
Bonifacio Global City Estate,EMG,Estate,1402,PNP,Security,Government,License; with Attestation,PNP | Agency Firearm License with Duty Detail Order (DDO) (Per Person),-,-,-,-,-,No Upload,1.0,Joseph Gan,Ernest Pascual,Ivan C. Daguio,0,0,0
Bonifacio Global City Estate,EMG,Estate,1403,PNP,Security,Government,Certificate; received by DOLE,PNP | Security first aider: Standard/ Occupational First Aid and Basic Life Support-CPR/AED from Red Cross/BFP/DOH or TESDA,-,-,-,-,-,No Upload,1.0,Joseph Gan,Ernest Pascual,Ivan C. Daguio,0,0,0
Bonifacio Global City Estate,EMG,Estate,1404,PNP,Security,Government,License; with Attestation,PNP | Security Guard Radio License from NTC (per Person),-,-,-,-,-,No Upload,1.0,Joseph Gan,Ernest Pascual,Ivan C. Daguio,0,0,0
Bonifacio Global City Estate,EMG,Estate,1405,PNP,Security,Government,License; with Attestation,PNP | SOSIA Security Agency License to Operate (Per Detachment),-,-,-,-,-,No Upload,1.0,Joseph Gan,Ernest Pascual,Ivan C. Daguio,0,0,0
Bonifacio Global City Estate,EMG,Estate,1406,PNP,Security,Government,License; with Attestation,PNP | SOSIA Security License (per security guard),-,-,-,-,-,No Upload,1.0,Joseph Gan,Ernest Pascual,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1002,BFP,Engineering,Government,Certificate,BFP | Fire Safety Inspection Certificate (FSIC) - Annual,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1005,BFP,Engineering,Government,Certificate,BFP | Flammable and Combustible Storage Clearance,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1013,BIR,Finance,Government,Forms,BIR | 1905 Computerized (CAS) - Annual Registration of Books of Accounts,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1016,BIR,Finance,Government,Forms,BIR  | 2550 - Quarterly Value Added Tax Return (VAT),-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1022,CGLI,Admin and Governance,Operation,INSURANCES,CGLI | Administrative Assistant Contract Comprehensive General Liability (CGLI),-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1026,CGLI,Admin and Governance,Operation,INSURANCES,CGLI | House Keeping Contract Comprehensive General Liability (CGLI),-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1027,CGLI,Admin and Governance,Operation,INSURANCES,CGLI | Maintenance Contract Comprehensive General Liability (CGLI),-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1030,CGLI,Admin and Governance,Operation,INSURANCES,CGLI | Security Contract Comprehensive General Liability (CGLI),-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1031,CONTRACTS,Admin and Governance,Operation,CONTRACTS,CONTRACT | Administrative Assistant Manpower Contract,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1032,CONTRACTS,Admin and Governance,Operation,CONTRACTS,CONTRACT | Asset Protection Coordinator Services Contract,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1036,CONTRACTS,Admin and Governance,Operation,CONTRACTS,CONTRACT | House Keeping Manpower Contract,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1037,CONTRACTS,Admin and Governance,Operation,CONTRACTS,CONTRACT | Maintenance Manpower Contract,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1040,CONTRACTS,Admin and Governance,Operation,CONTRACTS,CONTRACT | Property Management Contract,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,1,0,0
Circuit Makati Estate,EMG,Estate,1042,CONTRACTS,Admin and Governance,Operation,CONTRACTS,CONTRACT | Security Manpower Contract,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1044,DENR,Engineering,Government,Report,DENR | Compliance Monitoring Report (CMR),-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1045,DENR,Engineering,Government,Report,DENR | DENR Self Monitoring Report  (SMR),-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1049,DENR,Engineering,Government,Certificate,DENR | Environmental Compliance Certificate (ECC),-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1052,DENR,Engineering,Government,Permit,DENR | Haz-Waste Gen ID (start with OL-G),-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1053,DENR,Engineering,Government,Report,DENR | Haz-Waste ID,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1054,DENR,Engineering,Government,Room,DENR | HazWaste Room,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1056,DENR,Engineering,Government,Permit,DENR | Managing Head,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1057,DENR,Engineering,Government,Room,DENR | MRF Room,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1074,DENR,Engineering,Government,Certificate; with appointment letter ; application form,DENR | Property Pollution Control Officer (PCO),-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1086,DOE,Engineering,Government,Report,DOE | Annual Energy Efficiency and Conservation Report (AEECR),-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1087,DOE,Engineering,Government,Report,DOE | Annual Energy Utilization Report (AEUR),-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1090,DOLE,Admin and Governance,Government,Report; received by DOLE,DOLE | Annual Wair_Administrative Assistant,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1095,DOLE,Admin and Governance,Government,Report; received by DOLE,DOLE | Annual Wair_Housekeeping,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1096,DOLE,Admin and Governance,Government,Report; received by DOLE,DOLE | Annual Wair_Maintenance,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1099,DOLE,Admin and Governance,Government,Report; received by DOLE,DOLE | Annual Wair_Security,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1100,DOLE,Admin and Governance,Government,Certificate,DOLE | DO 174_Administrative Assistant,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1105,DOLE,Admin and Governance,Government,Certificate,DOLE | DO 174_Housekeeping,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1106,DOLE,Admin and Governance,Government,Certificate,DOLE | DO 174_Maintenance,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1109,DOLE,Admin and Governance,Government,Certificate,DOLE | DO 174_Security,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1110,DOLE,Admin and Governance,Government,Certificate; received by DOLE,DOLE | Establishment Registration (Rule 1020)_Administrative Assistant,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1114,DOLE,Admin and Governance,Government,Certificate; received by DOLE,DOLE | Establishment Registration (Rule 1020)_Condo Corp/HOA,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1115,DOLE,Admin and Governance,Government,Certificate; received by DOLE,DOLE | Establishment Registration (Rule 1020)_Housekeeping,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1116,DOLE,Admin and Governance,Government,Certificate; received by DOLE,DOLE | Establishment Registration (Rule 1020)_Maintenance,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1119,DOLE,Admin and Governance,Government,Certificate; received by DOLE,DOLE | Establishment Registration (Rule 1020)_Security,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1120,DOLE,Admin and Governance,Government,Certificate; with appointment letter ; received by DOLE,DOLE | First Aider_Administrative Assistant,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1125,DOLE,Admin and Governance,Government,Certificate; with appointment letter ; received by DOLE,DOLE | First Aider_Housekeeping,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1126,DOLE,Admin and Governance,Government,Certificate; with appointment letter ; received by DOLE,DOLE | First Aider_Maintenance,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1129,DOLE,Admin and Governance,Government,Certificate; with appointment letter ; received by DOLE,DOLE | First Aider_Security,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1130,DOLE,Admin and Governance,Government,Report; received by DOLE,DOLE | Medical Record_Administrative Assistant,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1135,DOLE,Admin and Governance,Government,Report; received by DOLE,DOLE | Medical Record_Housekeeping,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1136,DOLE,Admin and Governance,Government,Report; received by DOLE,DOLE | Medical Record_Maintenance,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1139,DOLE,Admin and Governance,Government,Report; received by DOLE,DOLE | Medical Record_Security,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1140,DOLE,Admin and Governance,Government,Report; received by DOLE,DOLE | Occupational Safety and Health (OSH) Program_Administrative Assistant,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1145,DOLE,Admin and Governance,Government,Report; received by DOLE,DOLE | Occupational Safety and Health (OSH) Program_Housekeeping,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1146,DOLE,Admin and Governance,Government,Report; received by DOLE,DOLE | Occupational Safety and Health (OSH) Program_Maintenance,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1149,DOLE,Admin and Governance,Government,Report; received by DOLE,DOLE | Occupational Safety and Health (OSH) Program_Security,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1150,DOLE,Admin and Governance,Government,Report; received by DOLE,DOLE | Occupational Safety and Health Committee (OSHCOM)_Administrative Assistant,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1155,DOLE,Admin and Governance,Government,Report; received by DOLE,DOLE | Occupational Safety and Health Committee (OSHCOM)_Housekeeping,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1156,DOLE,Admin and Governance,Government,Report; received by DOLE,DOLE | Occupational Safety and Health Committee (OSHCOM)_Maintenance,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1159,DOLE,Admin and Governance,Government,Report; received by DOLE,DOLE | Occupational Safety and Health Committee (OSHCOM)_Security,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1160,DOLE,Admin and Governance,Government,Certificate; with appointment letter ; received by DOLE,DOLE | Safety Officer_Administrative Assistant,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1165,DOLE,Admin and Governance,Government,Certificate; with appointment letter ; received by DOLE,DOLE | Safety Officer_Housekeeping,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1166,DOLE,Admin and Governance,Government,Certificate; with appointment letter ; received by DOLE,DOLE | Safety Officer_Maintenance,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1169,DOLE,Admin and Governance,Government,Certificate; with appointment letter ; received by DOLE,DOLE | Safety Officer_Security,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1174,FIDELITY,Admin and Governance,Operation,INSURANCES,FB | Administrative Assistant Contract Fidelity Bond (FB),-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1183,INSURANCES,Admin and Governance,Operation,INSURANCES,INSURANCE| Property Fire Insurance,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1184,INSURANCES,Admin and Governance,Operation,INSURANCES,INSURANCE| Property's CGLI/COMMAR/CARI,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1185,MUNICIPAL / LGU,Admin and Governance,Government,Permit/Certificate,LGU | Barangay Clearance,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1186,MUNICIPAL / LGU,Admin and Governance,Government,Permit,LGU | Business/Mayors Permit,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1187,MUNICIPAL / LGU,Admin and Governance,Government,Certificate,LGU | Community Tax Certificate,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1189,MUNICIPAL / LGU,Admin and Governance,Government,Permit,LGU | Health/Sanitary Permit,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1209,NWRB,Engineering,Government,Test Result,NWRB | Annual Physical Water Testing,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1212,NWRB,Engineering,Government,Test Result,NWRB | Monthly Potability Test,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1214,OBO,Engineering,Government,Permit,OBO | Building Permit,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1215,OBO,Engineering,Government,Certificate,OBO | Certificate of Annual Inspection/Building,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1231,OBO,Engineering,Government,Permit,OBO | Certificate of Electrical Inspection (CEI),-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1232,OBO,Engineering,Government,Permit,OBO | Occupancy Permit,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1329,OBO,Engineering,Government,Permit,OBO | Permit to Operate - Mechanical/Machinery,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1361,OBO,Engineering,Government,Permit,OBO | Permit to Operate - Sanitary/Plumbing,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1393,PERFORMANCE BOND,Admin and Governance,Operation,INSURANCES,PB | Administrative Assistant Contract Performance Bond (PB),-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1397,PERFORMANCE BOND,Admin and Governance,Operation,INSURANCES,PB | House Keeping Contract Performance Bond (PB),-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1398,PERFORMANCE BOND,Admin and Governance,Operation,INSURANCES,PB | Maintenance Contract Performance Bond (PB),-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1401,PERFORMANCE BOND,Admin and Governance,Operation,INSURANCES,PB | Security Contract Performance Bond (PB),-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1402,PNP,Security,Government,License; with Attestation,PNP | Agency Firearm License with Duty Detail Order (DDO) (Per Person),-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1403,PNP,Security,Government,Certificate; received by DOLE,PNP | Security first aider: Standard/ Occupational First Aid and Basic Life Support-CPR/AED from Red Cross/BFP/DOH or TESDA,-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1404,PNP,Security,Government,License; with Attestation,PNP | Security Guard Radio License from NTC (per Person),-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1405,PNP,Security,Government,License; with Attestation,PNP | SOSIA Security Agency License to Operate (Per Detachment),-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Circuit Makati Estate,EMG,Estate,1406,PNP,Security,Government,License; with Attestation,PNP | SOSIA Security License (per security guard),-,-,-,-,-,No Upload,1.0,Deomarco Jarapa,Sherwin Saavedra,Ivan C. Daguio,0,0,0
Cloverleaf Balintawak Estate,EMG,Estate,1001,BFP,Engineering,Government,Certificate,BFP | Fire Drill Certificate,-,-,-,-,-,No Upload,1.0,Mel Miranda,Aris Pangilinan,Ivan C. Daguio,0,0,0
Cloverleaf Balintawak Estate,EMG,Estate,1002,BFP,Engineering,Government,Certificate,BFP | Fire Safety Inspection Certificate (FSIC) - Annual,-,-,-,-,-,No Upload,1.0,Mel Miranda,Aris Pangilinan,Ivan C. Daguio,0,0,0
Cloverleaf Balintawak Estate,EMG,Estate,1006,BIR,Finance,Government,Forms,BIR | 0619-E - Monthly Remittance Form for Creditable Income Taxes Withheld (Expanded),-,-,-,-,-,No Upload,1.0,Mel Miranda,Aris Pangilinan,Ivan C. Daguio,0,0,0
Cloverleaf Balintawak Estate,EMG,Estate,1008,BIR,Finance,Government,Forms,BIR  | 1601-EQ - Quarterly Remittance Return,-,-,-,-,-,No Upload,1.0,Mel Miranda,Aris Pangilinan,Ivan C. Daguio,0,0,0
